id,firstName,lastName,birthdate
1618,Octavius,Hester,19-07-90 6:33
1619,Yvonne,Dudley,19-12-77 13:42
1620,Kieran,Vargas,30-12-61 18:31
1621,Selma,Lucas,23-01-82 20:45
1622,Burton,Barnett,08-08-79 9:12
1623,Kaitlin,Malone,21-05-90 19:26
1624,Madison,Blackwell,16-10-66 8:01
1625,Erich,Browning,11-08-54 19:58
1626,Joshua,Mills,02-04-74 15:36
1627,Eliana,Downs,12-01-74 1:10
1628,Giacomo,Saunders,28-08-60 11:33
1629,Donna,Carey,14-12-58 9:04
1630,Cedric,Pennington,11-06-90 10:38
1631,Xantha,Mckee,10-09-58 1:35
1632,Rhona,Strickland,05-10-87 13:28
1633,Beverly,Sharp,26-05-87 8:24
1634,Cailin,Kim,29-03-75 20:03
1635,Tanek,Graves,17-10-67 0:33
1636,Quinn,Guthrie,23-02-63 5:06
1637,Declan,Church,16-11-63 20:47
1638,Lysandra,Cunningham,12-04-64 21:09
1639,Allistair,Lawson,10-04-63 8:24
1640,Rylee,Haynes,04-02-58 15:37
1641,Neve,Myers,14-02-51 21:46
1642,Kevin,Deleon,29-11-57 21:05
1643,Wallace,Ochoa,26-10-59 15:42
1644,Patience,Dawson,22-07-72 15:45
1645,Carla,Burch,12-03-63 3:30
1646,Fallon,Mcintosh,18-03-60 10:41
1647,Stephen,Figueroa,28-03-66 20:30
1648,Katell,Sanders,23-10-90 12:03
1649,Tyler,Dillard,09-02-57 4:30
1650,Kessie,Waller,14-03-75 8:05
1651,Stewart,Mason,25-10-82 13:20
1652,Kitra,Pittman,14-01-60 20:50
1653,Ivor,Gordon,12-11-53 15:03
1654,Dane,Le,26-09-56 4:48
1655,Silas,Delaney,24-12-50 19:40
1656,Avram,Chambers,21-01-89 18:19
1657,Joan,Banks,24-04-66 15:45
1658,Kennan,Small,20-08-86 13:24
1659,Sebastian,Mcintyre,25-05-60 13:13
1660,Armand,Moon,11-05-84 16:17
1661,Edward,Ortega,24-08-57 8:23
1662,Donovan,Burris,18-07-61 9:00
1663,Aurora,Velez,08-05-73 17:00
1664,Cailin,Ferrell,13-08-59 10:02
1665,Cade,Thomas,11-12-84 21:44
1666,Shoshana,Le,28-08-57 11:58
1667,Maggy,Hartman,26-08-55 12:26
1668,Bradley,Talley,11-12-65 15:08
1669,Carlos,Gonzales,10-12-63 17:43
1670,Julian,Jensen,18-10-82 9:25
1671,Colby,Rogers,28-08-90 13:02
1672,Allegra,Neal,01-07-88 4:45
1673,Melinda,Quinn,02-02-79 10:07
1674,Wayne,Mendez,20-01-83 16:51
1675,Vivian,Massey,17-06-80 20:14
1676,Gary,Berger,02-08-80 4:40
1677,Seth,Jensen,22-12-70 10:36
1678,Noble,Reese,25-11-59 21:09
1679,Yeo,Byrd,02-09-67 5:38
1680,Ingrid,Leach,08-04-54 19:40
1681,Vaughan,Frazier,27-08-72 14:23
1682,Ima,Howe,20-02-55 9:13
1683,Kaitlin,Wall,08-05-61 19:34
1684,Nichole,Schmidt,22-12-86 8:49
1685,Lesley,Roy,20-07-58 14:58
1686,Tyler,Pierce,06-03-69 1:37
1687,Branden,Carver,12-02-73 11:55
1688,Kerry,Miranda,07-01-61 13:47
1689,Ariel,Cruz,05-04-73 16:12
1690,Thor,Sykes,31-10-76 1:03
1691,Quincy,Garza,15-07-85 15:26
1692,Whilemina,Cabrera,10-04-78 12:36
1693,Zia,Dean,09-09-81 13:10
1694,Quemby,Thompson,12-11-58 15:39
1695,Francis,Patton,03-01-80 8:05
1696,Janna,Moran,17-06-60 14:14
1697,Joelle,Craig,19-02-81 13:01
1698,Castor,Harrington,26-04-85 23:04
1699,Bell,Hunt,17-11-51 15:34
1700,Hall,Clarke,29-01-87 20:34
1701,Wade,Moore,06-09-70 6:54
1702,Jana,Bennett,28-04-78 13:24
1703,Winter,Beard,17-02-63 10:14
1704,Melanie,Willis,08-08-66 2:57
1705,Meghan,Graves,23-12-50 5:10
1706,Byron,Flores,07-03-77 15:01
1707,Shaeleigh,Schroeder,26-12-78 7:18
1708,Noelani,Woods,26-12-81 4:03
1709,Kristen,Humphrey,13-11-54 19:34
1710,Quon,Franklin,05-04-88 5:08
1711,Hedwig,Wiley,08-09-77 9:55
1712,Brock,Bishop,25-11-57 18:08
1713,Lisandra,Weiss,13-10-79 10:55
1714,Reed,Myers,27-10-57 14:35
1715,Rhonda,Kent,23-11-79 6:12
1716,Moana,Cote,13-03-81 20:36
1717,Isadora,Wilson,13-08-80 0:05
1718,Sonia,Ramsey,20-06-72 12:58
1719,Keegan,Warren,10-01-66 7:26
1720,Asher,Bailey,17-07-88 19:54
1721,Prescott,Holcomb,21-12-76 21:05
1722,Rafael,Watson,10-02-64 8:11
1723,Xenos,Dawson,14-09-79 23:13
1724,Xaviera,Avila,07-07-65 7:53
1725,Latifah,Vincent,03-07-87 23:04
1726,Amena,Harrison,22-06-72 16:31
1727,Tatiana,Vincent,10-07-58 17:32
1728,Jelani,Hansen,09-12-64 11:46
1729,Pascale,Blevins,20-12-62 14:25
1730,Zeph,Powell,06-09-68 18:38
1731,Laith,Guthrie,08-02-61 3:54
1732,Bevis,Skinner,04-09-78 17:54
1733,Jonah,Mullins,30-09-55 8:53
1734,Lynn,Middleton,29-10-90 4:53
1735,Tashya,Hanson,16-08-60 15:36
1736,Noelani,Bridges,13-07-82 15:03
1737,Bruno,Sherman,18-02-85 21:18
1738,Risa,Weiss,29-05-75 4:57
1739,Stacy,Wynn,21-11-69 16:53
1740,Justine,Cantrell,01-07-51 12:36
1741,Myra,Suarez,23-10-60 1:28
1742,Castor,Ball,19-07-74 21:04
1743,Bradley,Hurley,13-11-85 6:45
1744,Cameran,Rogers,27-04-85 20:40
1745,Helen,Woods,29-08-87 1:16
1746,Cooper,Edwards,11-03-71 16:56
1747,Alec,Finley,08-02-80 6:03
1748,Kylan,Adams,05-06-70 4:24
1749,Kelsey,Coffey,30-03-70 6:52
1750,Willa,Howard,19-04-87 3:06
1751,Shea,Fernandez,29-08-90 0:59
1752,Rinah,Christian,28-09-58 22:49
1753,Todd,Wolfe,10-08-68 22:01
1754,Nora,Wallace,10-10-78 17:04
1755,Lewis,Joseph,29-06-64 14:27
1756,Charles,Duffy,06-09-61 8:41
1757,Grady,Barlow,28-03-78 4:39
1758,Petra,Horne,07-05-75 0:04
1759,Wesley,Clements,12-02-82 22:02
1760,Arsenio,Frost,23-09-79 23:47
1761,Wylie,Whitley,27-06-51 2:01
1762,Kendall,Baird,04-09-65 1:04
1763,Jacob,Cannon,26-07-54 4:15
1764,Ciaran,Pierce,05-04-72 2:59
1765,Chester,Brock,02-11-66 4:45
1766,Lance,Collier,13-03-89 8:43
1767,Justin,Terrell,21-10-62 3:51
1768,Chancellor,Merrill,02-08-83 2:09
1769,Juliet,Conley,30-01-55 21:06
1770,Karyn,Humphrey,24-01-85 10:05
1771,Scarlett,Stuart,14-11-56 17:47
1772,Jakeem,Morrow,21-03-58 8:22
1773,Vivian,Harmon,29-05-57 4:51
1774,Jolie,Jimenez,01-08-88 2:44
1775,Nissim,Graham,04-03-78 20:23
1776,Ronan,Sweeney,21-07-51 15:09
1777,Ruth,Sellers,13-07-67 8:07
1778,Kyra,Dorsey,28-11-52 6:20
1779,Meghan,Wiley,21-07-51 18:17
1780,Martena,Baird,26-09-86 13:33
1781,Julie,Morgan,02-02-72 3:09
1782,Leslie,Mcdaniel,31-07-74 14:52
1783,Lucius,Wright,23-05-65 22:09
1784,Leilani,Blair,02-03-64 7:00
1785,Neve,Hyde,21-03-66 10:15
1786,Cheyenne,Scott,31-10-66 16:14
1787,Daquan,Sheppard,02-07-79 17:06
1788,Calista,Brown,26-08-86 19:33
1789,Phoebe,Paul,27-05-75 16:57
1790,Neve,Porter,30-09-71 9:10
1791,Geraldine,Burns,06-12-79 9:59
1792,Sophia,Ramsey,14-06-64 11:38
1793,Cedric,Miles,07-11-66 11:15
1794,Dorian,Murray,24-09-69 12:54
1795,Autumn,Patterson,04-04-74 12:34
1796,Maxwell,Miles,25-03-72 9:17
1797,Reese,Maynard,07-04-87 13:55
1798,Sybill,Powers,09-02-53 13:37
1799,Lawrence,Lawson,30-06-64 2:35
1800,Imogene,Lee,19-10-66 17:53
1801,Mira,Franks,08-03-64 9:47
1802,Silas,Dixon,11-04-53 1:37
1803,Paloma,Daniels,14-06-62 17:01
1804,Dillon,Kirby,16-09-84 1:47
1805,Jarrod,Morris,21-12-74 0:36
1806,Quintessa,Leon,05-01-52 20:52
1807,Lucas,Short,09-07-73 11:31
1808,Karly,Buck,08-07-86 10:57
1809,Jacqueline,Alexander,25-09-83 8:52
1810,Brock,Norris,13-11-75 7:18
1811,Jaden,Summers,12-10-60 17:19
1812,Buffy,Freeman,20-01-76 2:22
1813,Reed,Hardy,05-12-86 12:09
1814,Olivia,Riddle,13-06-76 4:16
1815,Aimee,Beck,07-11-61 3:37
1816,Iola,Prince,01-02-60 19:43
1817,Camilla,Copeland,28-11-85 6:36
1818,Gloria,Berg,10-12-69 18:14
1819,Rinah,Brennan,03-03-55 1:42
1820,Emery,Aguirre,18-11-53 14:27
1821,Desiree,Miller,02-12-79 16:28
1822,Pamela,Maxwell,05-08-58 0:41
1823,Odessa,Lambert,21-12-51 19:52
1824,Tanek,Workman,04-07-58 9:27
1825,Gareth,West,29-01-86 16:13
1826,Vielka,Browning,28-07-88 10:27
1827,September,Norton,08-11-83 8:01
1828,Lavinia,Olsen,03-01-86 6:56
1829,Stone,Higgins,12-03-70 2:59
1830,Lucas,Torres,26-03-81 22:48
1831,Yen,Cruz,12-05-58 20:58
1832,Nadine,Cannon,18-03-77 7:53
1833,Mikayla,Johnson,27-01-57 14:57
1834,Logan,Brewer,13-11-74 10:55
1835,Ella,Carson,16-03-78 7:19
1836,Zia,Gaines,13-09-88 11:56
1837,Mason,Mccray,05-05-66 20:01
1838,Jeanette,Gill,01-01-70 7:30
1839,Dana,Hickman,16-05-87 3:14
1840,Barrett,Erickson,31-05-73 23:04
1841,Leilani,Kelley,31-10-78 5:41
1842,Sade,Boyle,12-09-62 20:31
1843,Gillian,Sanchez,13-11-69 5:41
1844,Brynne,Gutierrez,23-08-82 17:12
1845,Clare,Potter,20-01-59 20:08
1846,Flavia,Hobbs,22-01-56 10:01
1847,Thaddeus,Osborn,19-09-75 4:22
1848,Herrod,Noble,13-11-76 13:47
1849,Brendan,Gibbs,15-06-55 20:21
1850,Ulla,Campbell,11-09-65 9:28
1851,Aiko,Mcguire,20-12-74 18:12
1852,Burton,Jordan,02-09-82 23:53
1853,Ashely,Morrow,22-02-75 19:11
1854,Chaim,Burnett,12-04-71 16:32
1855,Anika,Crawford,30-12-56 10:56
1856,Leandra,Lamb,18-03-65 16:40
1857,Nasim,Powell,14-11-77 4:30
1858,Tiger,Green,12-12-65 8:45
1859,Summer,Powers,10-10-59 13:37
1860,Kevyn,Pace,16-10-52 0:24
1861,Brady,Garrison,21-08-84 8:38
1862,Brian,Bolton,07-10-67 7:11
1863,Kalia,Kidd,23-06-87 18:24
1864,Carlos,Downs,27-02-67 5:28
1865,Driscoll,Combs,06-12-69 12:14
1866,Laith,Gordon,13-06-59 1:12
1867,Dale,Mcbride,26-02-78 8:26
1868,Hu,Everett,31-10-56 18:22
1869,Tyrone,Compton,03-10-86 22:49
1870,Tad,Castaneda,25-04-63 10:49
1871,Chaim,Hancock,17-11-68 12:08
1872,Sage,Wyatt,30-12-79 15:55
1873,Cruz,Stafford,07-12-56 8:33
1874,Nissim,Hancock,11-02-85 22:13
1875,Malcolm,Hatfield,12-10-70 8:09
1876,Sebastian,Shepherd,26-05-84 15:04
1877,Honorato,Allen,14-08-86 10:18
1878,Dorothy,Rose,14-06-76 7:02
1879,Quintessa,Lyons,05-10-82 11:01
1880,Deacon,Stein,27-04-77 21:27
1881,Ian,Franco,19-07-65 1:33
1882,Naida,Mayo,29-07-59 3:34
1883,Giacomo,Reed,07-02-59 5:58
1884,Raven,Thompson,09-05-62 0:48
1885,Myra,Martin,29-11-75 12:33
1886,Medge,Forbes,29-11-86 18:48
1887,Barry,Randall,06-11-51 23:02
1888,Alvin,Butler,21-05-57 23:10
1889,Aimee,Brooks,09-04-78 19:52
1890,Honorato,Nieves,08-08-82 8:00
1891,Avye,Kemp,28-06-62 23:50
1892,Dane,Boyer,17-02-88 11:06
1893,Susan,Glass,01-04-72 5:00
1894,Derek,Mitchell,02-06-69 2:57
1895,Angela,Parker,23-09-72 15:03
1896,Helen,Fuentes,07-12-83 18:51
1897,Dieter,Huff,19-12-51 2:34
1898,Chase,Oneil,02-02-87 4:52
1899,Simone,Bryant,22-06-58 12:19
1900,Ocean,Lane,25-11-74 6:34
1901,Harriet,Terrell,05-05-77 10:43
1902,Eleanor,Duffy,02-04-83 9:46
1903,Alika,Adkins,02-02-83 15:11
1904,Sigourney,Valencia,22-06-61 21:12
1905,Declan,Walsh,06-12-70 18:14
1906,Jacob,Miranda,03-09-76 16:40
1907,Keaton,Murphy,08-08-70 14:41
1908,Keegan,Harding,05-12-74 9:40
1909,Hedy,Huber,26-01-54 11:10
1910,Reece,Finch,17-07-51 10:33
1911,Yuli,Boyle,09-02-64 10:38
1912,Caesar,Pena,02-03-58 14:30
1913,Carol,Poole,26-09-83 12:13
1914,Lois,Hancock,28-04-61 16:44
1915,Marvin,Nunez,15-06-80 16:16
1916,Justina,Day,28-09-66 11:09
1917,Azalia,Buckley,10-12-55 13:22
1918,Devin,Kelley,07-12-79 16:39
1919,Rose,Nguyen,23-11-58 6:29
1920,Shafira,Dickson,09-07-86 2:30
1921,Aurora,Melton,29-12-69 16:25
1922,Timothy,Cunningham,10-12-69 11:23
1923,Winter,Graves,29-05-54 0:36
1924,Audra,Gray,10-12-52 12:05
1925,Keefe,Simpson,13-08-63 21:38
1926,Upton,Branch,05-05-55 19:51
1927,Naida,Zimmerman,30-12-63 20:39
1928,Brady,Rivera,30-03-73 3:40
1929,Eugenia,Knight,22-10-71 13:09
1930,MacKenzie,Clayton,02-06-71 1:16
1931,Clio,Dodson,04-03-81 14:32
1932,Whitney,Witt,22-10-72 12:21
1933,Phyllis,Stafford,30-10-61 15:49
1934,Robin,Chen,29-04-73 10:39
1935,Hasad,Mclaughlin,02-07-61 17:27
1936,Len,Fields,16-01-62 4:12
1937,Nelle,Hudson,05-10-82 19:42
1938,Jacqueline,Mathews,01-01-55 23:51
1939,Abigail,Erickson,12-05-63 19:17
1940,Hope,Hampton,29-07-56 4:52
1941,Adrian,Curtis,14-11-84 1:32
1942,Mufutau,Foley,18-12-68 21:33
1943,Keelie,Gentry,13-07-59 3:17
1944,Tatyana,Dunlap,12-09-62 18:12
1945,Yael,Reyes,26-09-52 15:58
1946,Tobias,Atkinson,25-11-61 21:26
1947,Scarlet,Greene,19-08-72 7:24
1948,Uriel,Navarro,31-07-89 21:17
1949,Amity,Wilder,03-08-61 20:29
1950,Jared,Hartman,13-07-84 10:55
1951,Isaac,Bailey,13-08-70 2:27
1952,Sonya,Sampson,12-12-79 4:41
1953,Rebekah,Weeks,20-02-63 7:48
1954,Reagan,Bowers,03-02-67 20:51
1955,Joshua,Head,07-05-53 20:18
1956,Brenda,Chang,30-09-72 0:58
1957,Steel,Burris,08-09-83 19:25
1958,Chandler,Herman,02-03-57 5:19
1959,Cameron,Little,05-12-90 6:58
1960,Halee,Copeland,03-07-76 2:38
1961,Connor,Cardenas,09-12-85 13:11
1962,Alana,Ratliff,07-02-74 12:12
1963,Maisie,Dunlap,08-08-58 23:22
1964,Rhonda,Vargas,11-04-83 11:58
1965,Connor,Richard,06-06-83 6:08
1966,Courtney,Chavez,31-01-84 16:12
1967,Holmes,Graham,02-02-58 11:51
1968,Vielka,Chandler,18-02-82 17:50
1969,Gail,Marks,11-07-86 12:27
1970,Cole,Valentine,11-06-73 6:21
1971,Kibo,Small,21-10-74 5:44
1972,Ashton,Short,04-12-77 13:05
1973,Stone,White,23-05-80 2:01
1974,Hilda,Vazquez,10-11-87 20:25
1975,Phoebe,Norris,04-03-58 10:41
1976,Aileen,Morin,11-06-79 19:50
1977,Luke,Chase,10-09-74 11:47
1978,Faith,Barry,13-10-59 1:47
1979,Myra,Bradshaw,09-02-65 23:47
1980,Julie,Herrera,13-12-60 1:18
1981,Selma,Bell,08-08-62 16:03
1982,Harlan,Strickland,01-07-71 10:52
1983,Kimberly,Marshall,22-10-52 14:05
1984,Amir,Myers,25-01-78 7:43
1985,Noelani,Ward,23-08-90 5:58
1986,Morgan,Castillo,31-05-78 22:05
1987,Caldwell,Noble,14-07-68 4:40
1988,Blaine,Perkins,09-09-72 3:39
1989,Mechelle,Delgado,01-03-65 13:45
1990,Tana,Barron,26-10-75 7:42
1991,Katelyn,Mosley,16-07-65 18:18
1992,Britanni,Monroe,01-06-82 6:14
1993,Knox,Medina,28-08-80 20:42
1994,Kathleen,Wheeler,31-12-83 16:31
1995,Shellie,Mccarty,04-04-66 6:48
1996,Kitra,Mckenzie,09-02-71 19:54
1997,Sheila,Harmon,16-03-67 12:30
1998,MacKensie,Underwood,16-06-54 13:13
1999,Indigo,Carter,05-04-59 10:27
2000,Raphael,Owens,12-01-60 20:52
